sales_id,order_id,line_number,product_id,price_per_unit,quantity,total_price
1988,400,232,57,104,3,312
2934,586,233,57,104,3,312
560,121,234,58,104,1,104
2671,535,235,58,104,1,104
3538,711,236,58,104,1,104
4319,861,237,58,104,2,208
3499,705,238,59,104,2,208
563,121,239,60,104,2,208
885,182,240,60,104,2,208
1600,327,241,60,104,1,104
2664,532,242,60,104,2,208
1243,257,243,61,104,1,104
159,34,244,62,104,1,104
4921,984,245,62,104,2,208
552,119,246,63,104,1,104
766,161,247,63,104,3,312
938,193,248,63,104,3,312
2749,550,249,63,104,3,312
3497,704,250,63,104,2,208
299,68,251,64,104,1,104
854,177,252,64,104,1,104
4005,797,253,64,104,2,208
1248,258,254,65,104,2,208
3613,722,255,65,104,2,208
551,119,256,66,104,1,104
846,175,257,66,104,1,104
913,187,258,66,104,1,104
1003,206,259,66,104,3,312
2010,405,260,66,104,3,312
2785,557,261,66,104,3,312
3367,677,262,66,104,3,312
4256,848,263,66,104,2,208
4993,998,264,66,104,1,104
471,104,265,67,104,3,312
1373,283,266,67,104,1,104
4635,928,267,67,104,1,104
3942,787,268,68,104,2,208
4140,824,269,68,104,1,104
2142,431,270,69,104,2,208
3789,755,271,69,104,1,104
3919,783,272,69,104,1,104
4233,843,273,69,104,1,104
320,73,274,70,118,2,236
4487,895,275,70,118,2,236
87,19,276,71,118,1,118
314,72,277,71,118,2,236
951,194,278,71,118,3,354
1713,349,279,71,118,1,118
4443,885,280,71,118,2,236
4469,891,281,71,118,3,354
1752,355,282,72,118,2,236
3987,793,283,72,118,3,354
1320,274,284,73,118,3,354
3173,639,285,73,118,2,236
3254,655,286,73,118,3,354
4264,849,287,73,118,2,236
4974,994,288,73,118,1,118
927,191,289,74,118,1,118
1151,237,290,74,118,3,354
1371,282,291,74,118,2,236
1698,346,292,74,118,2,236
2355,478,293,74,118,2,236
2407,489,294,74,118,3,354
2681,538,295,74,118,2,236
4386,875,296,74,118,3,354
578,123,297,75,118,1,118
2718,544,298,75,118,2,236
2162,435,299,77,118,2,236
3320,668,300,77,118,3,354
4018,800,301,77,118,1,118
4348,869,302,77,118,2,236
222,47,303,78,118,2,236
302,68,304,78,118,1,118
469,103,305,78,118,3,354
969,199,306,78,118,2,236
1138,235,307,78,118,2,236
1509,310,308,78,118,1,118
1521,312,309,78,118,2,236
2870,575,310,78,118,3,354
4320,861,311,78,118,2,236
4328,864,312,78,118,1,118
4367,872,313,78,118,1,118
4748,952,314,78,118,2,236
4945,989,315,78,118,2,236
1844,372,316,79,118,1,118
1953,392,317,79,118,1,118
2734,546,318,79,118,1,118
3114,628,319,79,118,3,354
4541,905,320,79,118,1,118
2005,403,321,80,118,2,236
4750,953,322,80,118,1,118
334,77,323,81,118,3,354
2691,540,324,81,118,2,236
3355,675,325,81,118,3,354
1890,379,326,82,118,1,118
1930,387,327,82,118,1,118
4660,934,328,82,118,3,354
3450,696,329,83,118,3,354
1395,288,330,84,118,3,354
1827,370,331,84,118,1,118
2761,552,332,84,118,3,354
93,20,333,85,118,3,354
323,74,334,85,118,2,236
827,171,335,85,118,2,236
3216,648,336,85,118,3,354
3772,752,337,85,118,3,354
384,88,338,86,118,2,236
1848,373,339,86,118,1,118
1856,374,340,86,118,2,236
3008,602,341,86,118,1,118
1618,330,342,87,118,2,236
1742,353,343,87,118,3,354
1892,380,344,87,118,1,118
4196,837,345,87,118,1,118
4575,911,346,87,118,1,118
368,83,347,88,118,1,118
3916,783,348,88,118,1,118
2329,474,349,89,118,1,118
2988,594,350,89,118,2,236
4483,895,351,89,118,3,354
523,113,352,90,118,2,236
2130,427,353,90,118,3,354
2861,572,354,90,118,3,354
62,14,355,91,118,3,354
1087,223,356,91,118,2,236
3757,750,357,91,118,1,118
4495,897,358,91,118,3,354
244,53,359,92,118,1,118
1342,278,360,92,118,3,354
1999,401,361,92,118,2,236
2016,406,362,92,118,3,354
2280,463,363,92,118,2,236
4298,856,364,92,118,1,118
702,149,365,93,118,3,354
3915,782,366,93,118,1,118
678,143,367,94,118,2,236
752,160,368,94,118,1,118
1772,358,369,94,118,3,354
3107,627,370,94,118,1,118
4369,872,371,94,118,1,118
53,13,372,95,118,3,354
912,187,373,95,118,3,354
1671,341,374,95,118,3,354
2222,448,375,95,118,2,236
2354,477,376,95,118,2,236
3526,709,377,95,118,2,236
3930,785,378,95,118,3,354
2461,499,379,96,118,3,354
3183,642,380,96,118,2,236
1073,220,381,97,118,1,118
2343,475,382,97,118,2,236
2754,550,383,97,118,1,118
4543,906,384,97,118,1,118
377,87,385,98,118,3,354
1224,252,386,98,118,3,354
1492,304,387,98,118,2,236
1780,360,388,98,118,2,236
3469,699,389,98,118,1,118
3689,737,390,98,118,2,236
546,118,391,99,118,1,118
3157,636,392,99,118,1,118
3397,684,393,99,118,2,236
3593,719,394,99,118,1,118
745,158,395,100,118,3,354
1446,296,396,100,118,1,118
2467,500,397,100,118,2,236
3735,746,398,100,118,1,118
1154,238,399,101,118,3,354
4813,965,400,101,118,2,236
1605,327,401,102,118,1,118
1636,334,402,102,118,2,236
3771,752,403,102,118,1,118
3827,764,404,102,118,3,354
303,69,405,103,118,1,118
1302,269,406,103,118,2,236
1449,296,407,103,118,3,354
1548,316,408,103,118,3,354
1958,393,409,103,118,2,236
984,202,410,104,118,3,354
1490,304,411,104,118,3,354
1602,327,412,104,118,1,118
2326,473,413,104,118,2,236
4868,974,414,104,118,2,236
1436,293,415,105,92,3,276
2185,440,416,105,92,2,184
3158,636,417,105,92,2,184
638,135,418,106,92,1,92
1973,396,419,106,92,3,276
3160,636,420,107,92,2,184
4777,957,421,107,92,2,184
61,14,422,108,92,2,184
577,123,423,108,92,2,184
4218,840,424,108,92,3,276
4631,927,425,108,92,2,184
2088,420,426,109,92,3,276
4120,819,427,109,92,2,184
4146,825,428,109,92,2,184
4482,894,429,109,92,3,276
547,118,430,110,92,1,92
1872,376,431,110,92,2,184
3525,709,432,110,92,2,184
3680,736,433,110,92,2,184
1803,365,434,111,92,2,184
1884,379,435,111,92,1,92
2845,570,436,111,92,2,184
3555,714,437,111,92,3,276
4209,839,438,111,92,1,92
1712,349,439,112,92,2,184
2466,500,440,112,92,2,184
4444,886,441,112,92,2,184
4509,899,442,112,92,2,184
2342,475,443,113,92,2,184
4361,872,444,113,92,3,276
4661,934,445,113,92,2,184
58,13,446,114,92,3,276
2327,474,447,114,92,1,92
2632,527,448,114,92,1,92
2887,578,449,115,92,2,184
4549,907,450,115,92,1,92
3491,703,451,116,92,2,184
751,160,452,117,92,1,92
3586,718,453,117,92,1,92
746,159,454,118,92,2,184
788,165,455,118,92,2,184
1053,216,456,118,92,1,92
1238,256,457,118,92,3,276
2078,418,458,118,92,1,92
3908,781,459,118,92,1,92
4525,902,460,118,92,1,92
4591,916,461,118,92,1,92
2255,458,462,119,92,3,276
429,97,463,120,92,1,92
2189,440,464,120,92,3,276
3381,681,465,120,92,2,184
3750,749,466,120,92,1,92
4179,833,467,120,92,2,184
4280,852,468,120,92,3,276
4424,883,469,120,92,2,184
605,127,470,121,92,1,92
2015,406,471,121,92,1,92
4530,903,472,121,92,1,92
4548,907,473,121,92,1,92
4726,948,474,121,92,1,92
756,160,475,122,92,2,184
1589,324,476,122,92,2,184
1110,228,477,123,92,1,92
1532,313,478,123,92,3,276
4579,914,479,123,92,3,276
4855,972,480,123,92,1,92
850,176,481,124,92,1,92
1163,240,482,124,92,3,276
1630,333,483,124,92,3,276
1971,395,484,124,92,1,92
2050,413,485,124,92,2,184
2915,583,486,124,92,2,184
4491,896,487,124,92,2,184
290,66,488,125,92,2,184
1657,338,489,125,92,2,184
1723,351,490,125,92,2,184
2846,570,491,125,92,2,184
3907,781,492,125,92,2,184
4953,990,493,125,92,3,276
381,88,494,126,92,1,92
1123,231,495,126,92,2,184
1339,277,496,126,92,2,184
1880,377,497,126,92,1,92
2526,509,498,126,92,2,184
3777,754,499,126,92,1,92
4686,938,500,126,92,3,276
3014,604,501,127,92,2,184
2154,434,502,128,92,2,184
3845,768,503,128,92,1,92
911,187,504,129,92,3,276
4337,867,505,129,92,1,92
743,158,506,130,92,2,184
926,191,507,130,92,2,184
3075,619,508,130,92,1,92
4071,810,509,130,92,3,276
4122,819,510,130,92,3,276
670,142,511,131,92,3,276
3388,682,512,131,92,1,92
3630,726,513,131,92,2,184
3980,792,514,131,92,2,184
4766,955,515,131,92,1,92
78,17,516,132,92,2,184
2455,498,517,132,92,2,184
2464,499,518,132,92,3,276
3779,754,519,132,92,2,184
4475,893,520,132,92,3,276
4552,908,521,132,92,2,184
2958,589,522,133,92,1,92
3043,611,523,133,92,2,184
3708,742,524,133,92,1,92
4433,884,525,133,92,3,276
4828,967,526,133,92,2,184
104,22,527,134,92,1,92
204,43,528,134,92,3,276
393,90,529,134,92,3,276
758,160,530,134,92,3,276
802,167,531,134,92,2,184
1753,355,532,134,92,2,184
2905,581,533,134,92,1,92
4242,844,534,134,92,3,276
976,200,535,135,92,2,184
1590,324,536,135,92,3,276
1711,349,537,135,92,1,92
2602,521,538,135,92,1,92
1351,279,539,136,92,1,92
2221,448,540,136,92,2,184
4065,809,541,136,92,1,92
587,124,542,137,92,3,276
1669,341,543,137,92,3,276
1998,401,544,137,92,1,92
2182,439,545,137,92,1,92
180,38,546,138,92,2,184
451,100,547,138,92,3,276
2593,520,548,138,92,1,92
2864,573,549,138,92,1,92
3102,625,550,138,92,2,184
3733,746,551,138,92,2,184
4024,801,552,139,92,3,276
4244,844,553,139,92,1,92
1137,235,554,140,91,3,273
1641,335,555,140,91,2,182
1477,301,556,141,91,3,273
2746,548,557,141,91,3,273
4401,880,558,141,91,2,182
4557,908,559,141,91,1,91
358,81,560,142,91,1,91
3473,699,561,142,91,3,273
3710,743,562,142,91,3,273
359,81,563,143,91,3,273
1418,290,564,143,91,1,91
1468,299,565,143,91,3,273
2800,560,566,144,91,2,182
1115,229,567,145,91,3,273
1544,315,568,145,91,3,273
4206,839,569,145,91,2,182
1736,352,570,146,91,2,182
2094,421,571,146,91,3,273
3045,611,572,146,91,3,273
1747,354,573,147,91,1,91
1837,371,574,147,91,3,273
2540,511,575,147,91,2,182
3860,773,576,147,91,1,91
4313,859,577,147,91,3,273
4786,960,578,147,91,1,91
20,5,579,148,91,2,182
183,39,580,148,91,3,273
2432,493,581,148,91,3,273
4536,904,582,148,91,3,273
1472,299,583,149,91,2,182
1761,356,584,149,91,1,91
4115,817,585,149,91,1,91
4539,904,586,150,91,2,182
3000,600,587,151,91,2,182
3924,784,588,151,91,3,273
4740,951,589,151,91,1,91
1026,211,590,152,91,3,273
1192,247,591,152,91,3,273
1580,322,592,152,91,3,273
4022,801,593,152,91,3,273
518,113,594,153,91,2,182
780,163,595,153,91,2,182
1467,299,596,153,91,2,182
2732,546,597,153,91,2,182
4449,887,598,153,91,1,91
115,26,599,154,91,3,273
3405,687,600,154,91,2,182
4741,951,601,154,91,1,91
488,108,602,155,91,3,273
1488,304,603,155,91,3,273
1520,312,604,155,91,2,182
4425,883,605,155,91,2,182
2580,519,606,156,91,2,182
2636,527,607,156,91,1,91
3018,605,608,156,91,2,182
3226,650,609,156,91,1,91
3235,651,610,156,91,2,182
3646,730,611,156,91,2,182
3855,771,612,156,91,2,182
10,2,613,157,91,3,273
3163,637,614,157,91,2,182
4779,958,615,157,91,1,91
1665,339,616,158,91,1,91
3977,792,617,158,91,1,91
4564,909,618,158,91,3,273
444,99,619,159,91,3,273
464,103,620,159,91,1,91
2902,580,621,159,91,2,182
3521,708,622,159,91,2,182
1146,236,623,160,91,2,182
2826,566,624,160,91,2,182
4477,894,625,160,91,3,273
1649,337,626,161,91,1,91
2584,519,627,161,91,2,182
3179,641,628,161,91,2,182
3836,766,629,161,91,3,273
4402,880,630,161,91,3,273
1254,259,631,162,91,2,182
1557,319,632,162,91,3,273
3551,713,633,162,91,1,91
4223,841,634,162,91,2,182
4322,862,635,162,91,1,91
294,66,636,163,91,3,273
3012,604,637,163,91,2,182
3021,606,638,163,91,1,91
4861,972,639,163,91,1,91
2177,439,640,164,91,2,182
2674,535,641,164,91,1,91
2812,563,642,164,91,3,273
4090,813,643,164,91,1,91
4143,825,644,164,91,1,91
841,175,645,165,91,1,91
1938,389,646,165,91,1,91
2143,431,647,165,91,2,182
3448,695,648,165,91,1,91
3631,727,649,165,91,2,182
3901,780,650,165,91,1,91
3894,779,651,166,91,1,91
3200,644,652,167,91,3,273
3740,748,653,167,91,2,182
3934,786,654,167,91,3,273
4641,929,655,167,91,3,273
1377,283,656,168,91,2,182
3668,734,657,168,91,1,91
2197,441,658,169,91,3,273
3011,604,659,169,91,1,91
4150,827,660,169,91,1,91
1546,316,661,170,91,1,91
4736,950,662,170,91,3,273
532,114,663,171,91,1,91
1806,366,664,171,91,3,273
2311,468,665,171,91,1,91
3910,782,666,171,91,3,273
105,22,667,172,91,2,182
520,113,668,172,91,3,273
747,159,669,172,91,2,182
966,198,670,172,91,3,273
1035,212,671,172,91,2,182
2157,434,672,172,91,3,273
3475,700,673,172,91,1,91
2070,417,674,173,91,3,273
3549,713,675,173,91,2,182
4607,922,676,173,91,3,273
380,87,677,174,91,2,182
643,136,678,174,91,3,273
727,154,679,174,91,1,91
987,202,680,174,91,3,273
1135,234,681,174,91,1,91
1740,353,682,174,91,3,273
2604,521,683,174,91,1,91
3574,717,684,174,91,2,182
304,69,685,175,98,3,294
646,137,686,175,98,1,98
1232,254,687,175,98,2,196
3169,638,688,175,98,3,294
3256,655,689,175,98,3,294
3648,731,690,176,98,3,294
3911,782,691,176,98,1,98
4346,869,692,176,98,2,196
3035,609,693,177,98,1,98
3480,700,694,177,98,2,196
4413,881,695,177,98,1,98
4699,940,696,177,98,3,294
1237,256,697,178,98,3,294
2206,444,698,178,98,1,98
921,189,699,179,98,2,196
950,194,700,179,98,3,294
1091,224,701,179,98,3,294
1156,238,702,179,98,2,196
1963,394,703,179,98,1,98
2615,524,704,179,98,1,98
3326,670,705,179,98,1,98
3577,717,706,179,98,3,294
51,12,707,180,98,1,98
2457,499,708,180,98,1,98
3524,708,709,180,98,3,294
3892,779,710,180,98,3,294
4312,859,711,180,98,2,196
4938,987,712,180,98,3,294
1336,277,713,181,98,2,196
1441,294,714,181,98,1,98
4113,817,715,181,98,1,98
4136,822,716,181,98,1,98
863,179,717,182,98,2,196
985,202,718,182,98,3,294
1173,242,719,182,98,3,294
1857,374,720,182,98,3,294
1895,380,721,182,98,3,294
2069,416,722,182,98,3,294
2112,424,723,182,98,1,98
2564,517,724,182,98,2,196
4205,839,725,182,98,3,294
2236,451,726,183,98,2,196
3151,635,727,183,98,1,98
4867,974,728,183,98,2,196
2334,474,729,184,98,1,98
3529,709,730,184,98,1,98
3673,735,731,184,98,3,294
3948,788,732,184,98,1,98
611,128,733,185,98,1,98
635,134,734,185,98,2,196
2794,559,735,185,98,3,294
505,111,736,186,98,1,98
1614,329,737,186,98,3,294
3211,646,738,186,98,1,98
4356,870,739,186,98,1,98
1994,400,740,187,98,1,98
3914,782,741,187,98,3,294
1495,305,742,188,98,2,196
1429,292,743,189,98,3,294
3471,699,744,189,98,3,294
3964,790,745,189,98,2,196
4465,890,746,189,98,3,294
2055,415,747,190,98,2,196
2152,434,748,190,98,1,98
3372,678,749,190,98,2,196
372,84,750,191,98,2,196
2145,432,751,191,98,3,294
3131,632,752,191,98,3,294
3442,694,753,191,98,3,294
1119,231,754,192,98,2,196
1198,248,755,192,98,1,98
4453,887,756,192,98,2,196
4706,942,757,192,98,1,98
2475,501,758,193,98,1,98
4470,891,759,193,98,3,294
1696,346,760,194,98,1,98
2840,569,761,194,98,3,294
3712,743,762,194,98,2,196
4324,863,763,194,98,2,196
2867,574,764,195,98,1,98
3015,604,765,195,98,2,196
3263,658,766,195,98,2,196
1528,313,767,196,98,1,98
1625,333,768,196,98,1,98
3033,609,769,196,98,3,294
3769,752,770,196,98,3,294
4553,908,771,196,98,3,294
1810,367,772,197,98,2,196
1875,377,773,197,98,2,196
3443,694,774,197,98,1,98
3639,729,775,197,98,3,294
828,171,776,198,98,2,196
3541,711,777,198,98,2,196
1470,299,778,199,98,1,98
2196,441,779,199,98,2,196
2573,518,780,199,98,2,196
4055,807,781,199,98,2,196
585,124,782,200,98,3,294
1755,355,783,200,98,2,196
4028,801,784,200,98,1,98
1799,365,785,201,98,3,294
2209,446,786,201,98,3,294
2377,481,787,201,98,3,294
4259,848,788,201,98,3,294
889,183,789,202,98,1,98
2775,556,790,202,98,2,196
4657,934,791,202,98,1,98
36,9,792,203,98,1,98
172,36,793,203,98,1,98
266,60,794,203,98,3,294
484,107,795,203,98,3,294
2882,577,796,203,98,3,294
4221,841,797,203,98,1,98
967,198,798,204,98,2,196
2596,520,799,204,98,1,98
1180,244,800,205,98,2,196
1539,314,801,205,98,1,98
2105,423,802,205,98,3,294
2279,462,803,205,98,1,98
2290,464,804,205,98,3,294
3492,703,805,205,98,3,294
3976,792,806,205,98,2,196
4781,959,807,205,98,3,294
1101,226,808,206,98,1,98
1869,376,809,206,98,1,98
3826,764,810,206,98,3,294
623,132,811,207,98,2,196
857,177,812,207,98,1,98
1048,215,813,207,98,1,98
4239,843,814,207,98,3,294
4504,898,815,207,98,2,196
4520,901,816,207,98,3,294
279,63,817,208,98,1,98
2352,477,818,208,98,2,196
4323,862,819,208,98,2,196
748,159,820,209,98,2,196
1287,266,821,209,98,1,98
3989,794,822,209,98,2,196
4621,925,823,209,98,2,196
270,61,824,210,106,1,106
2501,505,825,210,106,3,318
2552,514,826,210,106,2,212
2809,562,827,210,106,3,318
3715,744,828,210,106,2,212
2245,455,829,211,106,3,318
412,94,830,212,106,2,212
3592,719,831,212,106,3,318
4503,898,832,212,106,3,318
4696,940,833,212,106,1,106
4955,991,834,212,106,3,318
694,148,835,213,106,1,106
1852,373,836,213,106,1,106
2684,538,837,213,106,1,106
4301,857,838,213,106,3,318
329,76,839,214,106,1,106
919,189,840,214,106,1,106
2175,438,841,214,106,2,212
2360,478,842,214,106,2,212
3319,668,843,214,106,1,106
3511,706,844,214,106,2,212
3866,774,845,214,106,2,212
4111,816,846,214,106,1,106
617,131,847,215,106,3,318
3066,616,848,215,106,2,212
3140,633,849,215,106,2,212
3302,666,850,215,106,1,106
4959,991,851,215,106,1,106
2232,450,852,216,106,3,318
2908,582,853,216,106,3,318
3245,653,854,216,106,1,106
3400,686,855,216,106,2,212
4582,915,856,216,106,1,106
52,13,857,217,106,2,212
797,166,858,217,106,2,212
801,167,859,217,106,1,106
1865,376,860,217,106,1,106
2066,416,861,217,106,3,318
3724,745,862,217,106,3,318
4711,943,863,217,106,3,318
0,1,864,218,106,2,212
1129,233,865,218,106,3,318
4616,924,866,218,106,2,212
924,191,867,219,106,1,106
1211,250,868,219,106,3,318
3573,717,869,219,106,1,106
697,148,870,220,106,3,318
1615,329,871,220,106,1,106
3281,661,872,220,106,1,106
1891,379,873,221,106,2,212
2612,523,874,221,106,3,318
3641,730,875,221,106,3,318
1423,291,876,222,106,1,106
1774,359,877,222,106,3,318
2792,558,878,222,106,2,212
2894,579,879,222,106,2,212
3017,605,880,222,106,3,318
3282,662,881,222,106,3,318
3985,793,882,222,106,1,106
4578,913,883,222,106,3,318
4612,923,884,222,106,1,106
3705,742,885,223,106,2,212
401,91,886,224,106,3,318
988,202,887,224,106,1,106
1290,266,888,224,106,2,212
2917,583,889,224,106,3,318
3603,720,890,225,106,3,318
125,28,891,226,106,2,212
1967,394,892,226,106,3,318
3309,667,893,226,106,2,212
3642,730,894,226,106,1,106
60,14,895,227,106,3,318
2472,501,896,227,106,1,106
3966,791,897,227,106,3,318
1288,266,898,229,106,2,212
2331,474,899,229,106,1,106
4016,800,900,229,106,3,318
4278,852,901,229,106,3,318
311,71,902,230,106,2,212
1001,205,903,230,106,1,106
2578,519,904,230,106,3,318
3887,778,905,230,106,2,212
4363,872,906,230,106,1,106
4922,984,907,230,106,3,318
1013,208,908,231,106,2,212
3149,634,909,231,106,3,318
3498,705,910,231,106,3,318
3578,718,911,231,106,1,106
1345,278,912,232,106,1,106
2044,412,913,232,106,2,212
3244,653,914,232,106,1,106
4752,953,915,232,106,2,212
4760,954,916,232,106,1,106
4836,968,917,232,106,3,318
1735,352,918,233,106,2,212
2052,414,919,233,106,3,318
2791,558,920,233,106,3,318
406,92,921,234,106,2,212
706,150,922,234,106,2,212
2234,451,923,234,106,2,212
3518,707,924,234,106,2,212
3633,728,925,234,106,1,106
1876,377,926,235,106,3,318
4671,936,927,235,106,3,318
4824,967,928,235,106,1,106
648,137,929,236,106,3,318
1574,322,930,236,106,2,212
1992,400,931,236,106,1,106
3088,622,932,236,106,3,318
4581,915,933,236,106,2,212
4942,988,934,236,106,2,212
3575,717,935,237,106,1,106
3830,765,936,237,106,3,318
4199,837,937,237,106,2,212
108,23,938,238,106,2,212
742,158,939,238,106,1,106
2780,556,940,238,106,2,212
4171,830,941,238,106,3,318
